sample_id,raw_input,normalized_degree_part,canonical_degree,canonical_field,degree_level,degree_short_code,split_pattern,expected_layer,expected_status,gold_confidence,training_use,source
L1-00172,BSc Hons / Operations Management,bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00173,BSc in Human Resources Management,bsc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00174,"BSC, Marketing",bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00175,BSC - Finance,bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00176,Bachelor of Business Administration (Human Resources Management),bachelor of business administration,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00177,B.Sc / International Business,bsc,Bachelor of Business Administration,International Business,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00178,BSC (Finance),bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00179,B. Sc in Commerce,b sc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00180,"BSC, Business Administration",bsc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00181,Bachelor of Business Administration in Marketing,bachelor of business administration,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00182,B.Sc in Operations Management,bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00183,BSC / Commerce,bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00184,BSc Hons (Operations Management),bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00185,B.Sc. (Accounting),bsc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00186,B.Sc. / Entrepreneurship,bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00187,"B. Sc, Banking and Finance",b sc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00188,BSc Hons in Human Resources Management,bsc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00189,Bachelor of Business Administration / Marketing,bachelor of business administration,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00190,B.Sc. - Commerce,bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00191,"BSc, Business Administration",bsc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00192,Bachelor of Business Administration / Business Administration,bachelor of business administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00193,BSC / Operations Management,bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00194,BBA Hons,bba,Bachelor of Business Administration,,UG SCIENCE,BBA,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00195,Bachelor of Business Administration / Accounting,bachelor of business administration,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00196,BachelorofBusinessAdministration,bachelorofbusinessadministration,Bachelor of Business Administration,,UG SCIENCE,BBA,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00197,Bachelor of Business Administration / Commerce,bachelor of business administration,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00198,"B.Sc., Marketing",bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00199,BSC in Finance,bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00200,BSc (Operations Management),bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00201,B.Sc. in Human Resources Management,bsc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00202,B. Sc - Finance,b sc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00203,"B.Sc., Banking and Finance",bsc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00204,"BSC, Commerce",bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00205,"Bachelor of Business Administration, Human Resources Management",bachelor of business administration,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00206,BSc (Entrepreneurship),bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00207,B.Sc - Entrepreneurship,bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00208,Bachelor of Business Administration - Entrepreneurship,bachelor of business administration,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00209,B.Sc - Business Administration,bsc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00210,BSc Hons (International Business),bsc,Bachelor of Business Administration,International Business,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00211,BSc - Commerce,bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00212,"BSc, Accounting",bsc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00213,BSC (Accounting),bsc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00214,Bachelor of Business Administration - Finance,bachelor of business administration,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00215,"B.Sc., Commerce",bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00216,b.b.a.,bba,Bachelor of Business Administration,,UG SCIENCE,BBA,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00217,B. Sc in International Business,b sc,Bachelor of Business Administration,International Business,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00218,"Bachelor of Business Administration, Banking and Finance",bachelor of business administration,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00219,BSc Hons in Business Administration,bsc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00220,BSc Hons (Finance),bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00221,B.Sc in Banking and Finance,bsc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00222,BSc Hons (Banking and Finance),bsc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00223,BSC in Accounting,bsc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00224,BSc Hons / Entrepreneurship,bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00225,"BSc Hons, Entrepreneurship",bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00226,BSc / Human Resources Management,bsc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00227,B.Sc. in Operations Management,bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00228,B.Sc (Finance),bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00229,BSc Hons (Entrepreneurship),bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00230,BSc / Commerce,bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00231,BSc Hons in Commerce,bsc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00232,BSc Hons (Accounting),bsc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00233,"B. Sc, Accounting",b sc,Bachelor of Business Administration,Accounting,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00234,"Bachelor of Business Administration, Business Administration",bachelor of business administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00235,"Bachelor of Business Administration, Marketing",bachelor of business administration,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00236,BSc / International Business,bsc,Bachelor of Business Administration,International Business,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00237,B.Sc. in International Business,bsc,Bachelor of Business Administration,International Business,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00238,"BSc Hons, Marketing",bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00239,B.Sc. / Finance,bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00240,B.Sc. (Marketing),bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00241,"B.Sc., Entrepreneurship",bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00242,B. Sc - Human Resources Management,b sc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00243,B.Sc in Finance,bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00244,BSC - Marketing,bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00245,B B A Hons,b b a,Bachelor of Business Administration,,UG SCIENCE,BBA,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00246,BSc Hons / Marketing,bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00247,"Bachelor of Business Administration, Operations Management",bachelor of business administration,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00248,B.Sc - Human Resources Management,bsc,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00249,B. Sc in Business Administration,b sc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00250,Bachelor of Business Administration - Human Resources Management,bachelor of business administration,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00251,Bachelor of Business Administration (Business Administration),bachelor of business administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00252,B.B.A. (Hons),bba,Bachelor of Business Administration,,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00253,BSc Hons in Operations Management,bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00254,B.Sc - Banking and Finance,bsc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00255,"Bachelor of Business Administration, Commerce",bachelor of business administration,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00256,Bachelor of Business Administration (Hons),bachelor of business administration,Bachelor of Business Administration,,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00257,B. Sc - Commerce,b sc,Bachelor of Business Administration,Commerce,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00258,BSC (Marketing),bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00259,"BSc Hons, Operations Management",bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00260,BSc Hons - Business Administration,bsc,Bachelor of Business Administration,Business Administration,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00261,"BSC, Operations Management",bsc,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00262,B.Sc. in Entrepreneurship,bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00263,BSC in Marketing,bsc,Bachelor of Business Administration,Marketing,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00264,BSc Hons - Banking and Finance,bsc,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00265,BSC / Entrepreneurship,bsc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00266,B B A (Hons),b b a,Bachelor of Business Administration,,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00267,B.Sc. (Finance),bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00268,B. Sc / Entrepreneurship,b sc,Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,BBA,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00269,BSc in Finance,bsc,Bachelor of Business Administration,Finance,UG SCIENCE,BBA,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-00270,Bachelor of Business Administration - Operations Management,bachelor of business administration,Bachelor of Business Administration,Operations Management,UG SCIENCE,BBA,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
