sample_id,dataset_id,included_systems,raw_input,normalized_input,canonical_degree,canonical_country_system,country_code,region,qualification_level,degree_family,short_code,duration_hint,local_level,variant_alias_kind,variant_prefix_kind,variant_suffix_kind,variant_case_kind,expected_status,expected_layer,is_degree_only,source_note,is_ambiguous_across_systems,is_ambiguous_across_degrees,duplicate_normalized_count
IND_USA-000090,IND_USA,India + United States,Indian X (Hons) (school qualification),indian x hons school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000091,IND_USA,India + United States,India X (Hons),india x hons,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000092,IND_USA,India + United States,India X (Hons) qualification,india x hons qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000093,IND_USA,India + United States,India X (Hons) (India),india x hons india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000094,IND_USA,India + United States,India X (Hons) (IN),india x hons in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000095,IND_USA,India + United States,India X (Hons) (school qualification),india x hons school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000096,IND_USA,India + United States,IN X (Hons),in x hons,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000097,IND_USA,India + United States,IN X (Hons) qualification,in x hons qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000098,IND_USA,India + United States,IN X (Hons) (India),in x hons india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000099,IND_USA,India + United States,IN X (Hons) (IN),in x hons in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000100,IND_USA,India + United States,IN X (Hons) (school qualification),in x hons school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000101,IND_USA,India + United States,Matriculation,matriculation,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000102,IND_USA,India + United States,Matriculation qualification,matriculation qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000103,IND_USA,India + United States,Matriculation (India),matriculation india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000104,IND_USA,India + United States,Matriculation (IN),matriculation in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000105,IND_USA,India + United States,Matriculation (school qualification),matriculation school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000106,IND_USA,India + United States,Indian Matriculation,indian matriculation,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000107,IND_USA,India + United States,Indian Matriculation qualification,indian matriculation qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000108,IND_USA,India + United States,Indian Matriculation (India),indian matriculation india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000109,IND_USA,India + United States,Indian Matriculation (IN),indian matriculation in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000110,IND_USA,India + United States,Indian Matriculation (school qualification),indian matriculation school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000111,IND_USA,India + United States,India Matriculation,india matriculation,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000112,IND_USA,India + United States,India Matriculation qualification,india matriculation qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000113,IND_USA,India + United States,India Matriculation (India),india matriculation india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000114,IND_USA,India + United States,India Matriculation (IN),india matriculation in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000115,IND_USA,India + United States,India Matriculation (school qualification),india matriculation school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000116,IND_USA,India + United States,IN Matriculation,in matriculation,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000117,IND_USA,India + United States,IN Matriculation qualification,in matriculation qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000118,IND_USA,India + United States,IN Matriculation (India),in matriculation india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000119,IND_USA,India + United States,IN Matriculation (IN),in matriculation in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000120,IND_USA,India + United States,IN Matriculation (school qualification),in matriculation school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000121,IND_USA,India + United States,SSC (Hons),ssc hons,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000122,IND_USA,India + United States,SSC (Hons) qualification,ssc hons qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000123,IND_USA,India + United States,SSC (Hons) (India),ssc hons india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000124,IND_USA,India + United States,SSC (Hons) (IN),ssc hons in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000125,IND_USA,India + United States,SSC (Hons) (school qualification),ssc hons school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000126,IND_USA,India + United States,Indian SSC (Hons),indian ssc hons,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000127,IND_USA,India + United States,Indian SSC (Hons) qualification,indian ssc hons qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000128,IND_USA,India + United States,Indian SSC (Hons) (India),indian ssc hons india,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000129,IND_USA,India + United States,Indian SSC (Hons) (IN),indian ssc hons in,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000130,IND_USA,India + United States,Indian SSC (Hons) (school qualification),indian ssc hons school qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000131,IND_USA,India + United States,India SSC (Hons),india ssc hons,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-000132,IND_USA,India + United States,India SSC (Hons) qualification,india ssc hons qualification,10th Standard,India,IN,South Asia,SCHOOL,school,10TH,school qualification,SCHOOL,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
