raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
BSC - Commerce,Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
BSc Hons in Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B.Sc in Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
B.Sc. - Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
B. Sc / Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
B.Sc. / Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
B.Sc. - Banking and Finance,Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
B. Sc (Operations Management),Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
BSC / Accounting,Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Bachelor of Business Administration in Human Resources Management,Bachelor of Business Administration,Bachelor of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
BSc / Operations Management,Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
B.Sc. (Entrepreneurship),Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
B. Sc in Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B.Sc. (Human Resources Management),Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
BSC (Operations Management),Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
B. Sc - Entrepreneurship,Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
B. Sc (Business Administration),Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"B. Sc, Commerce",Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"B.Sc., Finance",Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
BSc (Business Administration),Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
"BSc Hons, Human Resources Management",Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"BSC, Human Resources Management",Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
BSc (Marketing),Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
BSC (Entrepreneurship),Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
B. Sc / Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"BSc Hons, International Business",Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
B. Sc in Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"B.Sc, Human Resources Management",Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
B. Sc - Operations Management,Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
BSc Hons in International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
B.Sc (Accounting),Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
B.Sc. in Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
BSC - Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
BSc Hons (Commerce),Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"B. Sc, Operations Management",Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
B. Sc (Human Resources Management),Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
B. Sc - Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
BSc Hons / Commerce,Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
BSC (International Business),Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
B. Sc in Entrepreneurship,Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"BSc, Entrepreneurship",Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
B.Sc / Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
BSC in Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
B.Sc. - Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
B.Sc. - International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
B.Sc in Accounting,Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
B.Sc. / Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"B.Sc., Accounting",Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
B.Sc. (Operations Management),Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
B.Sc. (International Business),Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSC in Entrepreneurship,Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
BSc in Operations Management,Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
B.Sc. - Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B. Sc in Banking and Finance,Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
B. Sc / Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
BSc / Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B.Sc / Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
"BSc, International Business",Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSc (International Business),Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSc Hons / Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
B. Sc - Business Administration,Bachelor of Business Administration,Bachelor of Science,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
B.Sc in International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
B.Sc. / Banking and Finance,Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
B. Sc / Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B.Sc. / Commerce,Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"BSC, Accounting",Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
"BSC, Finance",Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
BSc in Entrepreneurship,Bachelor of Business Administration,Bachelor of Science,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"BSc Hons, Banking and Finance",Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
BSC / Human Resources Management,Bachelor of Business Administration,Bachelor of Science,Human Resources Management,Human Resources Management,resolved,L1,1.0,100,wrong_degree
B. Sc / Commerce,Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
B.Sc. (Banking and Finance),Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
BSc - Accounting,Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
BSC (Commerce),Bachelor of Business Administration,Bachelor of Science,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
B.Sc. - Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
B. Sc (Banking and Finance),Bachelor of Business Administration,Bachelor of Science,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"B.Sc., International Business",Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSc Hons / Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"B.Sc, International Business",Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSc Hons - Finance,Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
B.Sc. - Operations Management,Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
BSc (Finance),Bachelor of Business Administration,Bachelor of Science,Finance,Finance,resolved,L1,1.0,100,wrong_degree
B.Sc. / Marketing,Bachelor of Business Administration,Bachelor of Science,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
B.Sc (International Business),Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSC / International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
BSc Hons / International Business,Bachelor of Business Administration,Bachelor of Science,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"B.Sc, Operations Management",Bachelor of Business Administration,Bachelor of Science,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
BSC - Accounting,Bachelor of Business Administration,Bachelor of Science,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
