raw_string,canonical_name,normalized,source,confidence
Master of Arts,Master of Arts,master of arts,manual,1.0
M.A. (Hons),Master of Arts,ma,manual,1.0
MA (Hons),Master of Arts,ma,manual,1.0
MA,Master of Arts,ma,manual,1.0
MasterofArts,Master of Arts,masterofarts,manual,1.0
M  A ,Master of Arts,m  a,manual,1.0
m. a.,Master of Arts,m a,manual,1.0
MA Hons,Master of Arts,ma,manual,1.0
M A ,Master of Arts,m a,manual,1.0
M. A. Hons,Master of Arts,m a,manual,1.0
ma,Master of Arts,ma,manual,1.0
M. A. (Hons),Master of Arts,m a,manual,1.0
Master of Arts Hons,Master of Arts,master of arts,manual,1.0
master of arts,Master of Arts,master of arts,manual,1.0
M A,Master of Arts,m a,manual,1.0
M.A.,Master of Arts,ma,manual,1.0
m.a.,Master of Arts,ma,manual,1.0
Master of Arts (Hons),Master of Arts,master of arts,manual,1.0
PHD (Hons),Doctor of Philosophy,phd,manual,1.0
DPHIL,Doctor of Philosophy,dphil,manual,1.0
doctor of philosophy,Doctor of Philosophy,doctor of philosophy,manual,1.0
DPhil (Hons),Doctor of Philosophy,dphil,manual,1.0
Ph.D,Doctor of Philosophy,phd,manual,1.0
ph.d,Doctor of Philosophy,phd,manual,1.0
Doctor of Philosophy,Doctor of Philosophy,doctor of philosophy,manual,1.0
PH.D,Doctor of Philosophy,phd,manual,1.0
DoctorofPhilosophy,Doctor of Philosophy,doctorofphilosophy,manual,1.0
dphil,Doctor of Philosophy,dphil,manual,1.0
Ph  D ,Doctor of Philosophy,ph  d,manual,1.0
DOCTOR OF PHILOSOPHY,Doctor of Philosophy,doctor of philosophy,manual,1.0
PHD Hons,Doctor of Philosophy,phd,manual,1.0
phd,Doctor of Philosophy,phd,manual,1.0
Ph.D Hons,Doctor of Philosophy,phd,manual,1.0
Doctor of Philosophy Hons,Doctor of Philosophy,doctor of philosophy,manual,1.0
PhD (Hons),Doctor of Philosophy,phd,manual,1.0
PH. D.,Doctor of Philosophy,ph d,manual,1.0
Ph.D (Hons),Doctor of Philosophy,phd,manual,1.0
Ph. D.,Doctor of Philosophy,ph d,manual,1.0
DPhil,Doctor of Philosophy,dphil,manual,1.0
Doctor of Philosophy (Hons),Doctor of Philosophy,doctor of philosophy,manual,1.0
DPhil Hons,Doctor of Philosophy,dphil,manual,1.0
ph. d.,Doctor of Philosophy,ph d,manual,1.0
Ph.D.,Doctor of Philosophy,phd,manual,1.0
Ph D,Doctor of Philosophy,ph d,manual,1.0
PhD Hons,Doctor of Philosophy,phd,manual,1.0
Ph. D. (Hons),Doctor of Philosophy,ph d,manual,1.0
Ph. D. Hons,Doctor of Philosophy,ph d,manual,1.0
PhD,Doctor of Philosophy,phd,manual,1.0
PHD,Doctor of Philosophy,phd,manual,1.0
POLYTECHNIC,Diploma in Engineering,polytechnic,manual,1.0
DIPLOMA IN ENGINEERING,Diploma in Engineering,diploma in engineering,manual,1.0
Polytechnic Hons,Diploma in Engineering,polytechnic,manual,1.0
3 Year Diploma Hons,Diploma in Engineering,3 year diploma,manual,1.0
Diploma in Engineering Hons,Diploma in Engineering,diploma in engineering,manual,1.0
3 year diploma,Diploma in Engineering,3 year diploma,manual,1.0
3 Year Diploma (Hons),Diploma in Engineering,3 year diploma,manual,1.0
Dip.Engg,Diploma in Engineering,dipengg,manual,1.0
DIP. ENGG,Diploma in Engineering,dip engg,manual,1.0
DiplomainEngineering,Diploma in Engineering,diplomainengineering,manual,1.0
3 Year Diploma,Diploma in Engineering,3 year diploma,manual,1.0
Dip. Engg Hons,Diploma in Engineering,dip engg,manual,1.0
Diploma in Engineering (Hons),Diploma in Engineering,diploma in engineering,manual,1.0
Dip  Engg,Diploma in Engineering,dip  engg,manual,1.0
Diploma in Engineering,Diploma in Engineering,diploma in engineering,manual,1.0
Dip. Engg (Hons),Diploma in Engineering,dip engg,manual,1.0
Polytechnic (Hons),Diploma in Engineering,polytechnic,manual,1.0
dip. engg,Diploma in Engineering,dip engg,manual,1.0
3YearDiploma,Diploma in Engineering,3yeardiploma,manual,1.0
Polytechnic,Diploma in Engineering,polytechnic,manual,1.0
3 YEAR DIPLOMA,Diploma in Engineering,3 year diploma,manual,1.0
diploma in engineering,Diploma in Engineering,diploma in engineering,manual,1.0
polytechnic,Diploma in Engineering,polytechnic,manual,1.0
Dip. Engg,Diploma in Engineering,dip engg,manual,1.0
Dip Engg,Diploma in Engineering,dip engg,manual,1.0
PostGraduateDiploma,Post Graduate Diploma,postgraduatediploma,manual,1.0
PGD,Post Graduate Diploma,pgd,manual,1.0
post graduate diploma in business management,Post Graduate Diploma,post graduate diploma in business management,manual,1.0
POST GRADUATE DIPLOMA IN MANAGEMENT,Post Graduate Diploma,post graduate diploma in management,manual,1.0
pgd,Post Graduate Diploma,pgd,manual,1.0
Post Graduate Diploma in Business Management (Hons),Post Graduate Diploma,post graduate diploma in business management,manual,1.0
post graduate diploma,Post Graduate Diploma,post graduate diploma,manual,1.0
Post Graduate Diploma in Business Management,Post Graduate Diploma,post graduate diploma in business management,manual,1.0
pg dip,Post Graduate Diploma,pg dip,manual,1.0
PG Diploma (Hons),Post Graduate Diploma,pg diploma,manual,1.0
PG Diploma Hons,Post Graduate Diploma,pg diploma,manual,1.0
POST GRADUATE DIPLOMA IN BUSINESS MANAGEMENT,Post Graduate Diploma,post graduate diploma in business management,manual,1.0
Post Graduate Diploma in Management Hons,Post Graduate Diploma,post graduate diploma in management,manual,1.0
PG Dip Hons,Post Graduate Diploma,pg dip,manual,1.0
PostGraduateDiplomainBusinessManagement,Post Graduate Diploma,postgraduatediplomainbusinessmanagement,manual,1.0
POST GRADUATE DIPLOMA,Post Graduate Diploma,post graduate diploma,manual,1.0
PostGraduateDiplomainManagement,Post Graduate Diploma,postgraduatediplomainmanagement,manual,1.0
PGDBM Hons,Post Graduate Diploma,pgdbm,manual,1.0
PGDM Hons,Post Graduate Diploma,pgdm,manual,1.0
Post Graduate Diploma,Post Graduate Diploma,post graduate diploma,manual,1.0
pgdbm,Post Graduate Diploma,pgdbm,manual,1.0
PG DIP,Post Graduate Diploma,pg dip,manual,1.0
PGDBA Hons,Post Graduate Diploma,pgdba,manual,1.0
Post Graduate Diploma in Management,Post Graduate Diploma,post graduate diploma in management,manual,1.0
PGDBM (Hons),Post Graduate Diploma,pgdbm,manual,1.0
PG Dip,Post Graduate Diploma,pg dip,manual,1.0
PGDM (Hons),Post Graduate Diploma,pgdm,manual,1.0
Post Graduate Diploma (Hons),Post Graduate Diploma,post graduate diploma,manual,1.0
PGD (Hons),Post Graduate Diploma,pgd,manual,1.0
Post Graduate Diploma in Business Management Hons,Post Graduate Diploma,post graduate diploma in business management,manual,1.0
PGDip,Post Graduate Diploma,pgdip,manual,1.0
Post Graduate Diploma Hons,Post Graduate Diploma,post graduate diploma,manual,1.0
pgdm,Post Graduate Diploma,pgdm,manual,1.0
PGDiploma,Post Graduate Diploma,pgdiploma,manual,1.0
post graduate diploma in management,Post Graduate Diploma,post graduate diploma in management,manual,1.0
PGDBM,Post Graduate Diploma,pgdbm,manual,1.0
PGDM,Post Graduate Diploma,pgdm,manual,1.0
PG Dip (Hons),Post Graduate Diploma,pg dip,manual,1.0
PG DIPLOMA,Post Graduate Diploma,pg diploma,manual,1.0
PG Diploma,Post Graduate Diploma,pg diploma,manual,1.0
pgdba,Post Graduate Diploma,pgdba,manual,1.0
pg diploma,Post Graduate Diploma,pg diploma,manual,1.0
PGDBA,Post Graduate Diploma,pgdba,manual,1.0
Post Graduate Diploma in Management (Hons),Post Graduate Diploma,post graduate diploma in management,manual,1.0
PGDBA (Hons),Post Graduate Diploma,pgdba,manual,1.0
PGD Hons,Post Graduate Diploma,pgd,manual,1.0
10+2 (Hons),12th Standard,10+2,manual,1.0
ISC,12th Standard,isc,manual,1.0
10+2,12th Standard,10+2,manual,1.0
HSC,12th Standard,hsc,manual,1.0
plus two,12th Standard,plus two,manual,1.0
XII Hons,12th Standard,xii,manual,1.0
PLUS TWO,12th Standard,plus two,manual,1.0
PlusTwo,12th Standard,plustwo,manual,1.0
HSC Hons,12th Standard,hsc,manual,1.0
CBSE 12th (Hons),12th Standard,cbse 12th,manual,1.0
12th Standard Hons,12th Standard,12th standard,manual,1.0
isc,12th Standard,isc,manual,1.0
10+2 Hons,12th Standard,10+2,manual,1.0
XII,12th Standard,xii,manual,1.0
ISC (Hons),12th Standard,isc,manual,1.0
CBSE 12th Hons,12th Standard,cbse 12th,manual,1.0
Plus Two Hons,12th Standard,plus two,manual,1.0
+2 (Hons),12th Standard,+2,manual,1.0
12th standard,12th Standard,12th standard,manual,1.0
cbse 12th,12th Standard,cbse 12th,manual,1.0
Plus Two (Hons),12th Standard,plus two,manual,1.0
12thStandard,12th Standard,12thstandard,manual,1.0
12th Standard,12th Standard,12th standard,manual,1.0
Plus Two,12th Standard,plus two,manual,1.0
CBSE12th,12th Standard,cbse12th,manual,1.0
12th Standard (Hons),12th Standard,12th standard,manual,1.0
+2 Hons,12th Standard,+2,manual,1.0
XII (Hons),12th Standard,xii,manual,1.0
ISC Hons,12th Standard,isc,manual,1.0
+2,12th Standard,+2,manual,1.0
CBSE 12th,12th Standard,cbse 12th,manual,1.0
hsc,12th Standard,hsc,manual,1.0
CBSE 12TH,12th Standard,cbse 12th,manual,1.0
xii,12th Standard,xii,manual,1.0
12TH STANDARD,12th Standard,12th standard,manual,1.0
HSC (Hons),12th Standard,hsc,manual,1.0
X,10th Standard,x,manual,1.0
CBSE 10TH,10th Standard,cbse 10th,manual,1.0
MATRICULATION,10th Standard,matriculation,manual,1.0
Matric,10th Standard,matric,manual,1.0
X Hons,10th Standard,x,manual,1.0
ssc,10th Standard,ssc,manual,1.0
10th standard,10th Standard,10th standard,manual,1.0
10thStandard,10th Standard,10thstandard,manual,1.0
cbse 10th,10th Standard,cbse 10th,manual,1.0
10th Standard (Hons),10th Standard,10th standard,manual,1.0
X (Hons),10th Standard,x,manual,1.0
SSC,10th Standard,ssc,manual,1.0
SSC (Hons),10th Standard,ssc,manual,1.0
Matriculation,10th Standard,matriculation,manual,1.0
SSC Hons,10th Standard,ssc,manual,1.0
matric,10th Standard,matric,manual,1.0
MATRIC,10th Standard,matric,manual,1.0
10th Standard,10th Standard,10th standard,manual,1.0
matriculation,10th Standard,matriculation,manual,1.0
Matric (Hons),10th Standard,matric,manual,1.0
CBSE 10th (Hons),10th Standard,cbse 10th,manual,1.0
10th Standard Hons,10th Standard,10th standard,manual,1.0
Matriculation Hons,10th Standard,matriculation,manual,1.0
Matric Hons,10th Standard,matric,manual,1.0
Matriculation (Hons),10th Standard,matriculation,manual,1.0
CBSE 10th Hons,10th Standard,cbse 10th,manual,1.0
10TH STANDARD,10th Standard,10th standard,manual,1.0
CBSE10th,10th Standard,cbse10th,manual,1.0
CBSE 10th,10th Standard,cbse 10th,manual,1.0
x,10th Standard,x,manual,1.0
Bacheler of Technology,Bachelor of Technology,bacheler of technology,manual,1.0
Bachellor of Technology,Bachelor of Technology,bachellor of technology,manual,1.0
Bachelors of Technology,Bachelor of Technology,bachelors of technology,manual,1.0
Bachelors in Technology,Bachelor of Technology,bachelors in technology,manual,1.0
Batchelor of Technology,Bachelor of Technology,batchelor of technology,manual,1.0
Bacheler of Engineering,Bachelor of Engineering,bacheler of engineering,manual,1.0
Bachellor of Engineering,Bachelor of Engineering,bachellor of engineering,manual,1.0
Bachelors of Engineering,Bachelor of Engineering,bachelors of engineering,manual,1.0
Bachelors in Engineering,Bachelor of Engineering,bachelors in engineering,manual,1.0
Bacheler of Science,Bachelor of Science,bacheler of science,manual,1.0
Bachellor of Science,Bachelor of Science,bachellor of science,manual,1.0
Bachelors of Science,Bachelor of Science,bachelors of science,manual,1.0
Bachelors in Science,Bachelor of Science,bachelors in science,manual,1.0
Bacheler of Arts,Bachelor of Arts,bacheler of arts,manual,1.0
Bachellor of Arts,Bachelor of Arts,bachellor of arts,manual,1.0
Bacheler of Commerce,Bachelor of Commerce,bacheler of commerce,manual,1.0
Bachellor of Commerce,Bachelor of Commerce,bachellor of commerce,manual,1.0
Master of Tecnology,Master of Technology,master of tecnology,manual,1.0
Masters in Technology,Master of Technology,masters in technology,manual,1.0
Master of Enginering,Master of Engineering,master of enginering,manual,1.0
Masters in Engineering,Master of Engineering,masters in engineering,manual,1.0
Master of Sciance,Master of Science,master of sciance,manual,1.0
Masters in Science,Master of Science,masters in science,manual,1.0
Doctorete of Philosophy,Doctor of Philosophy,doctorete of philosophy,manual,1.0
Bachelor of Technology - Computer Science and Engineering,Bachelor of Technology,bachelor of technology computer science and engineering,generated_permutation,1.0
Bachelor of Technology in Computer Science and Engineering,Bachelor of Technology,bachelor of technology computer science and engineering,generated_permutation,1.0
Bachelor of Technology (Computer Science and Engineering),Bachelor of Technology,bachelor of technology computer science and engineering,generated_permutation,1.0
"Bachelor of Technology, Computer Science and Engineering",Bachelor of Technology,bachelor of technology computer science and engineering,generated_permutation,1.0
Bachelor of Technology / Computer Science and Engineering,Bachelor of Technology,bachelor of technology computer science and engineering,generated_permutation,1.0
BTech - Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTech in Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTech (Computer Science and Engineering),Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
"BTech, Computer Science and Engineering",Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTech / Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech - Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech in Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech (Computer Science and Engineering),Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
"B.Tech, Computer Science and Engineering",Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech / Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B. Tech - Computer Science and Engineering,Bachelor of Technology,b tech computer science and engineering,generated_permutation,1.0
B. Tech in Computer Science and Engineering,Bachelor of Technology,b tech computer science and engineering,generated_permutation,1.0
B. Tech (Computer Science and Engineering),Bachelor of Technology,b tech computer science and engineering,generated_permutation,1.0
"B. Tech, Computer Science and Engineering",Bachelor of Technology,b tech computer science and engineering,generated_permutation,1.0
B. Tech / Computer Science and Engineering,Bachelor of Technology,b tech computer science and engineering,generated_permutation,1.0
B.Tech. - Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech. in Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech. (Computer Science and Engineering),Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
"B.Tech., Computer Science and Engineering",Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech. / Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTECH - Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTECH in Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTECH (Computer Science and Engineering),Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
"BTECH, Computer Science and Engineering",Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
BTECH / Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech (Hons) - Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech (Hons) in Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech (Hons) (Computer Science and Engineering),Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
"B.Tech (Hons), Computer Science and Engineering",Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
B.Tech (Hons) / Computer Science and Engineering,Bachelor of Technology,btech computer science and engineering,generated_permutation,1.0
4-Year B.Tech - Computer Science and Engineering,Bachelor of Technology,4year btech computer science and engineering,generated_permutation,1.0
4-Year B.Tech in Computer Science and Engineering,Bachelor of Technology,4year btech computer science and engineering,generated_permutation,1.0
4-Year B.Tech (Computer Science and Engineering),Bachelor of Technology,4year btech computer science and engineering,generated_permutation,1.0
"4-Year B.Tech, Computer Science and Engineering",Bachelor of Technology,4year btech computer science and engineering,generated_permutation,1.0
4-Year B.Tech / Computer Science and Engineering,Bachelor of Technology,4year btech computer science and engineering,generated_permutation,1.0
B.Tech/BE - Computer Science and Engineering,Bachelor of Technology,btechbe computer science and engineering,generated_permutation,1.0
B.Tech/BE in Computer Science and Engineering,Bachelor of Technology,btechbe computer science and engineering,generated_permutation,1.0
B.Tech/BE (Computer Science and Engineering),Bachelor of Technology,btechbe computer science and engineering,generated_permutation,1.0
"B.Tech/BE, Computer Science and Engineering",Bachelor of Technology,btechbe computer science and engineering,generated_permutation,1.0
B.Tech/BE / Computer Science and Engineering,Bachelor of Technology,btechbe computer science and engineering,generated_permutation,1.0
Bacheler of Technology - Computer Science and Engineering,Bachelor of Technology,bacheler of technology computer science and engineering,generated_permutation,1.0
